板块,公司全称,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
主板,平安银行股份有限公司,000001,平安银行,4/3/1991,"19,405,918,198","19,405,752,081",,,,0,0,华南,广东,深圳市,J 金融业,www.bank.pingan.com
主板,万科企业股份有限公司,000002,万  科Ａ,1/29/1991,"9,724,196,533","9,714,314,935",,,,0,0,华南,广东,深圳市,K 房地产,www.vanke.com
主板,深圳国华网安科技股份有限公司,000004,国华网安,12/1/1990,"165,052,625","83,920,684",,,,0,0,华南,广东,深圳市,I 信息技术,www.sz000004.cn
主板,深圳世纪星源股份有限公司,000005,世纪星源,12/10/1990,"1,058,536,842","1,057,946,242",,,,0,0,华南,广东,深圳市,N 公共环保,www.fountain.com.cn
主板,深圳市振业(集团)股份有限公司,000006,深振业Ａ,4/27/1992,"1,349,995,046","1,349,995,046",,,,0,0,华南,广东,深圳市,K 房地产,www.zhenye.com
主板,深圳市全新好股份有限公司,000007,全新好,4/13/1992,"346,448,044","308,948,044",,,,0,0,华南,广东,深圳市,K 房地产,
主板,神州高铁技术股份有限公司,000008,神州高铁,5/7/1992,"2,780,795,346","2,665,216,688",,,,0,0,华北,北京,北京市,C 制造业,www.shenzhou-gaotie.com
主板,中国宝安集团股份有限公司,000009,中国宝安,6/25/1991,"2,579,213,965","2,551,430,324",,,,0,0,华南,广东,深圳市,S 综合,www.chinabaoan.com
主板,深圳美丽生态股份有限公司,000010,美丽生态,10/27/1995,"819,854,713","522,171,498",,,,0,0,华南,广东,深圳市,E 建筑业,www.eco-beauty.cn
主板,深圳市物业发展(集团)股份有限公司,000011,深物业A,3/30/1992,"528,373,849","526,475,543",200011,深物业B,3/30/1992,"67,605,243","67,605,243",华南,广东,深圳市,K 房地产,www.szwuye.com.cn
主板,中国南玻集团股份有限公司,000012,南  玻Ａ,2/28/1992,"1,961,323,047","1,957,999,069",200012,南  玻Ｂ,2/28/1992,"1,109,369,060","1,109,369,060",华南,广东,深圳市,C 制造业,www.csgholding.com
主板,沙河实业股份有限公司,000014,沙河股份,6/2/1992,"201,705,187","201,705,187",,,,0,0,华南,广东,深圳市,K 房地产,www.shahe.cn
主板,康佳集团股份有限公司,000016,深康佳Ａ,3/27/1992,"1,596,593,800","1,596,574,300",200016,深康佳Ｂ,3/27/1992,"811,351,608","811,351,608",华南,广东,深圳市,C 制造业,www.konka.com
主板,深圳中华自行车(集团)股份有限公司,000017,*ST中华A,3/31/1992,"302,984,965","302,981,008",200017,*ST中华B,3/31/1992,"248,362,982","248,362,982",华南,广东,深圳市,C 制造业,www.cbc.com.cn
主板,深圳市深粮控股股份有限公司,000019,深粮控股,10/12/1992,"1,100,785,974","416,184,832",200019,深粮B,10/12/1992,"51,749,280","51,749,280",华南,广东,深圳市,F 批发零售,www.slkg1949.com
主板,深圳中恒华发股份有限公司,000020,深华发Ａ,4/28/1992,"181,165,391","181,165,391",200020,深华发Ｂ,4/28/1992,"101,995,836","101,995,836",华南,广东,深圳市,C 制造业,www.hwafa.com.cn
主板,深圳长城开发科技股份有限公司,000021,深科技,2/2/1994,"1,471,259,363","1,470,677,676",,,,0,0,华南,广东,深圳市,C 制造业,www.kaifa.com.cn
主板,深圳市天地(集团)股份有限公司,000023,深天地Ａ,4/29/1993,"138,756,240","138,748,665",,,,0,0,华南,广东,深圳市,C 制造业,www.000023.cn
主板,深圳市特力(集团)股份有限公司,000025,特  力Ａ,6/21/1993,"392,778,320","392,778,320",200025,特  力Ｂ,6/21/1993,"38,280,000","38,280,000",华南,广东,深圳市,F 批发零售,www.tellus.cn
主板,飞亚达精密科技股份有限公司,000026,飞亚达,6/3/1993,"361,173,881","356,716,368",200026,飞亚达Ｂ,6/3/1993,"66,918,000","66,918,000",华南,广东,深圳市,F 批发零售,www.fiytagroup.com
主板,深圳能源集团股份有限公司,000027,深圳能源,9/3/1993,"4,757,389,916","4,757,389,916",,,,0,0,华南,广东,深圳市,D 水电煤气,www.sec.com.cn
主板,国药集团一致药业股份有限公司,000028,国药一致,8/9/1993,"373,241,383","367,733,625",200028,一致Ｂ,8/9/1993,"54,885,600","54,884,475",华南,广东,深圳市,F 批发零售,www.szaccord.com.cn
主板,深圳经济特区房地产(集团)股份有限公司,000029,深深房Ａ,9/15/1993,"891,660,000","891,651,000",200029,深深房Ｂ,1/10/1994,"120,000,000","120,000,000",华南,广东,深圳市,K 房地产,www.sfjt.com.cn
主板,富奥汽车零部件股份有限公司,000030,富奥股份,9/29/1993,"1,762,733,196","1,759,880,870",200030,富奥B,9/29/1993,"47,818,915","47,818,915",东北,吉林,长春市,C 制造业,
主板,大悦城控股集团股份有限公司,000031,大悦城,10/8/1993,"4,286,313,339","1,813,722,958",,,,0,0,华南,广东,深圳市,K 房地产,www.cofco-property.cn
主板,深圳市桑达实业股份有限公司,000032,深桑达Ａ,10/28/1993,"413,219,661","411,424,109",,,,0,0,华南,广东,深圳市,F 批发零售,www.sedind.com
主板,神州数码集团股份有限公司,000034,神州数码,5/9/1994,"659,494,196","497,370,568",,,,0,0,华南,广东,深圳市,F 批发零售,www.digitalchina.com
主板,中国天楹股份有限公司,000035,中国天楹,4/8/1994,"2,523,777,297","2,453,345,376",,,,0,0,华东,江苏,南通市,N 公共环保,www.ctyi.com.cn
主板,华联控股股份有限公司,000036,华联控股,6/17/1994,"1,483,934,025","1,479,474,430",,,,0,0,华南,广东,深圳市,K 房地产,www.udcgroup.com
主板,深圳南山热电股份有限公司,000037,深南电A,7/1/1994,"338,908,150","338,894,011",200037,深南电B,11/28/1994,"263,854,446","263,854,446",华南,广东,深圳市,D 水电煤气,www.nsrd.com.cn
主板,深圳大通实业股份有限公司,000038,深大通,8/8/1994,"522,777,419","238,177,966",,,,0,0,华南,广东,深圳市,L 商务服务,www.chinadatong.com
主板,中国国际海运集装箱(集团)股份有限公司,000039,中集集团,4/8/1994,"1,535,121,660","1,534,271,428",,,,0,0,华南,广东,深圳市,C 制造业,www.cimc.com
主板,东旭蓝天新能源股份有限公司,000040,东旭蓝天,8/8/1994,"1,486,873,870","1,060,340,670",,,,0,0,华南,广东,深圳市,D 水电煤气,www.dongxulantian.com
主板,深圳市中洲投资控股股份有限公司,000042,中洲控股,9/21/1994,"664,831,139","662,103,039",,,,0,0,华南,广东,深圳市,K 房地产,www.zztzkg.com
主板,深圳市纺织(集团)股份有限公司,000045,深纺织Ａ,8/15/1994,"458,272,279","457,017,874",200045,深纺织Ｂ,8/15/1994,"49,500,000","49,428,000",华南,广东,深圳市,C 制造业,www.chinasthc.com
主板,泛海控股股份有限公司,000046,泛海控股,9/12/1994,"5,196,200,656","5,193,833,956",,,,0,0,华北,北京,北京市,J 金融业,www.fhjs.cn
主板,深圳市京基智农时代股份有限公司,000048,京基智农,11/1/1994,"402,491,731","402,407,651",,,,0,0,华南,广东,深圳市,C 制造业,www.kondarl.com
主板,深圳市德赛电池科技股份有限公司,000049,德赛电池,3/20/1995,"207,197,738","205,243,738",,,,0,0,华南,广东,深圳市,C 制造业,www.desaybattery.com
主板,天马微电子股份有限公司,000050,深天马Ａ,3/15/1995,"2,457,747,661","1,828,920,459",,,,0,0,华南,广东,深圳市,C 制造业,www.tianma.cn
主板,方大集团股份有限公司,000055,方大集团,4/15/1996,"679,715,472","677,413,379",200055,方大Ｂ,11/29/1995,"408,563,479","408,563,479",华南,广东,深圳市,C 制造业,www.fangda.com
主板,深圳市皇庭国际企业股份有限公司,000056,皇庭国际,7/8/1996,"931,293,708","903,728,783",200056,皇庭B,10/30/1995,"243,235,012","242,206,293",华南,广东,深圳市,L 商务服务,www.wongtee000056.com
主板,深圳赛格股份有限公司,000058,深 赛 格,12/26/1996,"989,194,931","538,282,117",200058,深赛格B,7/22/1996,"246,461,318","246,379,643",华南,广东,深圳市,L 商务服务,www.segcl.com.cn
主板,北方华锦化学工业股份有限公司,000059,华锦股份,1/30/1997,"1,599,442,537","1,599,409,531",,,,0,0,东北,辽宁,盘锦市,C 制造业,www.hjch.com
主板,深圳市中金岭南有色金属股份有限公司,000060,中金岭南,1/23/1997,"3,569,685,327","3,568,385,943",,,,0,0,华南,广东,深圳市,C 制造业,www.nonfemet.com
主板,深圳市农产品集团股份有限公司,000061,农 产 品,1/10/1997,"1,696,964,131","1,696,600,695",,,,0,0,华南,广东,深圳市,L 商务服务,www.szap.com
主板,深圳华强实业股份有限公司,000062,深圳华强,1/30/1997,"1,045,909,322","1,044,553,288",,,,0,0,华南,广东,深圳市,F 批发零售,www.szhq000062.com
主板,中兴通讯股份有限公司,000063,中兴通讯,11/18/1997,"3,857,932,364","3,476,253,800",,,,0,0,华南,广东,深圳市,C 制造业,www.zte.com.cn
主板,北方国际合作股份有限公司,000065,北方国际,6/5/1998,"769,516,228","673,092,642",,,,0,0,华北,北京,北京市,E 建筑业,www.norinco-intl.com
主板,中国长城科技集团股份有限公司,000066,中国长城,6/26/1997,"2,928,182,053","2,927,833,543",,,,0,0,华南,广东,深圳市,C 制造业,www.greatwall.cn
主板,深圳华控赛格股份有限公司,000068,华控赛格,6/11/1997,"1,006,671,464","1,006,668,464",,,,0,0,华南,广东,深圳市,M 科研服务,www.ssg.com.cn
主板,深圳华侨城股份有限公司,000069,华侨城Ａ,9/10/1997,"8,201,793,915","7,056,298,141",,,,0,0,华南,广东,深圳市,K 房地产,www.octholding.com
主板,深圳市特发信息股份有限公司,000070,特发信息,5/11/2000,"816,578,166","795,243,815",,,,0,0,华南,广东,深圳市,C 制造业,www.sdgi.com.cn
主板,深圳市海王生物工程股份有限公司,000078,海王生物,12/18/1998,"2,750,833,257","2,621,199,543",,,,0,0,华南,广东,深圳市,F 批发零售,www.neptunus.com
主板,深圳市盐田港股份有限公司,000088,盐 田 港,7/28/1997,"2,249,161,747","2,249,161,747",,,,0,0,华南,广东,深圳市,G 运输仓储,www.yantian-port.com
主板,深圳市机场股份有限公司,000089,深圳机场,4/20/1998,"2,050,769,509","2,050,769,509",,,,0,0,华南,广东,深圳市,G 运输仓储,www.szairport.com
主板,深圳市天健(集团)股份有限公司,000090,天健集团,7/21/1999,"1,868,545,434","1,868,295,089",,,,0,0,华南,广东,深圳市,E 建筑业,www.tagen.cn
主板,深圳市广聚能源股份有限公司,000096,广聚能源,7/24/2000,"528,000,000","510,848,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.gj000096.com
主板,中信海洋直升机股份有限公司,000099,中信海直,7/31/2000,"606,070,420","606,070,420",,,,0,0,华南,广东,深圳市,G 运输仓储,www.cohc.citic
主板,TCL科技集团股份有限公司,000100,TCL科技,1/30/2004,"14,030,788,362","12,656,210,284",,,,0,0,华南,广东,惠州市,C 制造业,www.tcl.com
主板,宜华健康医疗股份有限公司,000150,宜华健康,8/7/2000,"877,697,557","805,990,242",,,,0,0,华南,广东,汕头市,Q 卫生,www.yihuahealth.com
主板,中成进出口股份有限公司,000151,中成股份,9/6/2000,"295,980,000","266,543,967",,,,0,0,华北,北京,北京市,F 批发零售,www.complant-ltd.com
主板,安徽丰原药业股份有限公司,000153,丰原药业,9/20/2000,"312,141,230","311,977,230",,,,0,0,华东,安徽,芜湖市,C 制造业,www.bbcayy.com
主板,四川省新能源动力股份有限公司,000155,川能动力,9/26/2000,"1,270,000,000","1,270,000,000",,,,0,0,西南,四川,成都市,D 水电煤气,www.scwltd.com
主板,华数传媒控股股份有限公司,000156,华数传媒,9/6/2000,"1,433,351,902","1,280,295,337",,,,0,0,华东,浙江,杭州市,R 文化传播,
主板,中联重科股份有限公司,000157,中联重科,10/12/2000,"6,534,677,326","6,464,743,661",,,,0,0,华中,湖南,长沙市,C 制造业,www.zoomlion.com
主板,石家庄常山北明科技股份有限公司,000158,常山北明,7/24/2000,"1,598,616,721","1,573,483,915",,,,0,0,华北,河北,石家庄市,I 信息技术,www.csbmkj.com
主板,新疆国际实业股份有限公司,000159,国际实业,9/26/2000,"480,685,993","480,651,118",,,,0,0,西北,新疆,乌鲁木齐市,F 批发零售,www.xjgjsy.com
主板,申万宏源集团股份有限公司,000166,申万宏源,1/26/2015,"22,535,944,560","22,535,507,316",,,,0,0,西北,新疆,乌鲁木齐市,J 金融业,www.swhygh.com
主板,江苏东方盛虹股份有限公司,000301,东方盛虹,5/29/2000,"4,834,863,866","1,260,827,682",,,,0,0,华东,江苏,苏州市,C 制造业,www.jsessh.com
主板,美的集团股份有限公司,000333,美的集团,9/18/2013,"7,029,099,517","6,846,251,886",,,,0,0,华南,广东,佛山市,C 制造业,www.midea.com.cn
主板,潍柴动力股份有限公司,000338,潍柴动力,4/30/2007,"5,990,833,895","4,244,315,825",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaipower.com
主板,许继电气股份有限公司,000400,许继电气,4/18/1997,"1,008,327,309","1,008,270,140",,,,0,0,华中,河南,许昌市,C 制造业,www.xjec.com
主板,唐山冀东水泥股份有限公司,000401,冀东水泥,6/14/1996,"1,347,522,914","1,347,207,180",,,,0,0,华北,河北,唐山市,C 制造业,www.jdsn.com.cn
主板,金融街控股股份有限公司,000402,金 融 街,6/26/1996,"2,988,929,907","2,987,636,046",,,,0,0,华北,北京,北京市,K 房地产,www.jrjkg.com
主板,南方双林生物制药股份有限公司,000403,双林生物,6/28/1996,"492,434,666","487,162,900",,,,0,0,华北,山西,太原市,C 制造业,www.999yichun.cn
主板,长虹华意压缩机股份有限公司,000404,长虹华意,6/19/1996,"695,995,979","694,652,798",,,,0,0,华东,江西,景德镇市,C 制造业,www.hua-yi.cn
主板,山东胜利股份有限公司,000407,胜利股份,7/3/1996,"880,084,656","875,743,830",,,,0,0,华东,山东,济南市,D 水电煤气,www.vicome.com
主板,藏格控股股份有限公司,000408,*ST藏格,6/28/1996,"1,993,779,522","473,486,160",,,,0,0,西北,青海,格尔木市,C 制造业,
主板,山东地矿股份有限公司,000409,ST地矿,6/27/1996,"510,931,158","405,631,244",,,,0,0,华东,山东,济南市,S 综合,www.sddkgf.com.cn
主板,沈阳机床股份有限公司,000410,*ST沈机,7/18/1996,"1,684,035,944","1,680,914,444",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.smtcl.com
主板,浙江英特集团股份有限公司,000411,英特集团,7/16/1996,"248,939,935","207,324,696",,,,0,0,华东,浙江,杭州市,F 批发零售,www.intmedic.com
主板,东旭光电科技股份有限公司,000413,东旭光电,9/25/1996,"5,480,250,117","4,864,154,314",200413,东旭B,7/8/1996,"250,000,001","250,000,001",华北,河北,石家庄市,C 制造业,
主板,渤海租赁股份有限公司,000415,渤海租赁,7/16/1996,"6,184,521,282","3,547,396,604",,,,0,0,西北,新疆,乌鲁木齐市,L 商务服务,www.bohaileasing.com
主板,民生控股股份有限公司,000416,民生控股,7/19/1996,"531,871,494","531,641,098",,,,0,0,华东,山东,青岛市,J 金融业,
主板,合肥百货大楼集团股份有限公司,000417,合肥百货,8/12/1996,"779,884,200","779,027,451",,,,0,0,华东,安徽,合肥市,F 批发零售,www.hfbh.com.cn
主板,长沙通程控股股份有限公司,000419,通程控股,8/16/1996,"543,582,655","543,299,845",,,,0,0,华中,湖南,长沙市,F 批发零售,www.e-tongcheng.com
主板,吉林化纤股份有限公司,000420,吉林化纤,8/2/1996,"1,970,706,656","1,969,669,550",,,,0,0,东北,吉林,吉林市,C 制造业,www.jlcfc.com
主板,南京公用发展股份有限公司,000421,南京公用,8/6/1996,"572,646,934","572,646,184",,,,0,0,华东,江苏,南京市,D 水电煤气,www.zhong-bei.com
主板,湖北宜化化工股份有限公司,000422,ST宜化,8/15/1996,"897,866,712","897,812,984",,,,0,0,华中,湖北,宜昌市,C 制造业,www.hbyh.cn
主板,东阿阿胶股份有限公司,000423,东阿阿胶,7/29/1996,"654,021,537","653,866,788",,,,0,0,华东,山东,聊城市,C 制造业,www.dongeejiao.com
主板,徐工集团工程机械股份有限公司,000425,徐工机械,8/28/1996,"7,833,668,430","6,995,037,403",,,,0,0,华东,江苏,徐州市,C 制造业,www.xcmg.com
主板,内蒙古兴业矿业股份有限公司,000426,兴业矿业,8/28/1996,"1,837,192,219","1,475,284,280",,,,0,0,华北,内蒙古,赤峰市,B 采矿业,www.nmxyky.com
主板,华天酒店集团股份有限公司,000428,华天酒店,8/8/1996,"1,018,926,000","1,018,846,950",,,,0,0,华中,湖南,长沙市,H 住宿餐饮,www.huatian-hotel.com
主板,广东省高速公路发展股份有限公司,000429,粤高速Ａ,2/20/1998,"1,742,056,126","1,302,900,134",200429,粤高速Ｂ,8/15/1996,"348,750,000","348,648,675",华南,广东,广州市,G 运输仓储,www.gpedcl.com
主板,张家界旅游集团股份有限公司,000430,张家界,8/29/1996,"404,817,686","331,738,800",,,,0,0,华中,湖南,张家界市,N 公共环保,www.zjjgf.com
主板,山东晨鸣纸业集团股份有限公司,000488,晨鸣纸业,11/20/2000,"1,749,517,684","1,659,241,360",200488,晨  鸣Ｂ,5/26/1997,"706,385,266","706,385,266",华东,山东,潍坊市,C 制造业,www.chenmingpaper.com
主板,山东高速路桥集团股份有限公司,000498,山东路桥,6/9/1997,"1,556,959,203","1,120,137,113",,,,0,0,华东,山东,济南市,E 建筑业,www.sdlqgf.com
主板,武汉武商集团股份有限公司,000501,鄂武商Ａ,11/20/1992,"768,992,731","767,792,464",,,,0,0,华中,湖北,武汉市,F 批发零售,www.wushang.com.cn
主板,绿景控股股份有限公司,000502,绿景控股,11/23/1992,"184,819,607","183,347,957",,,,0,0,华南,广东,广州市,K 房地产,www.000502.cn
主板,国新健康保障服务集团股份有限公司,000503,国新健康,11/30/1992,"898,822,204","898,822,204",,,,0,0,华南,海南,海口市,I 信息技术,www.crhms.cn
主板,南华生物医药股份有限公司,000504,ST生物,12/8/1992,"311,573,901","310,673,201",,,,0,0,华中,湖南,长沙市,M 科研服务,www.nhbiogroup.com
主板,海南京粮控股股份有限公司,000505,京粮控股,12/21/1992,"661,975,251","454,638,266",200505,京粮B,6/29/1995,"64,975,000","64,975,000",华南,海南,海口市,C 制造业,
主板,中润资源投资股份有限公司,000506,中润资源,3/12/1993,"929,017,761","928,619,211",,,,0,0,华东,山东,济南市,B 采矿业,
主板,珠海港股份有限公司,000507,珠海港,3/26/1993,"930,424,895","841,204,550",,,,0,0,华南,广东,珠海市,G 运输仓储,www.0507.com.cn
主板,华塑控股股份有限公司,000509,*ST华塑,5/7/1993,"825,483,117","825,479,873",,,,0,0,西南,四川,南充市,C 制造业,
主板,四川新金路集团股份有限公司,000510,新金路,5/7/1993,"609,182,254","549,479,157",,,,0,0,西南,四川,德阳市,C 制造业,www.xjinlu.cn
主板,丽珠医药集团股份有限公司,000513,丽珠集团,10/28/1993,"624,784,400","604,833,964",,,,0,0,华南,广东,珠海市,C 制造业,www.livzon.com.cn
主板,重庆渝开发股份有限公司,000514,渝 开 发,7/12/1993,"843,770,965","843,770,965",,,,0,0,西南,重庆,重庆市,K 房地产,www.cqukf.com
主板,西安国际医学投资股份有限公司,000516,国际医学,8/9/1993,"1,971,049,302","1,928,934,684",,,,0,0,西北,陕西,西安市,Q 卫生,www.000516.cn
主板,荣安地产股份有限公司,000517,荣安地产,8/6/1993,"3,183,922,485","2,473,244,816",,,,0,0,华东,浙江,宁波市,K 房地产,www.rongan.com.cn
主板,江苏四环生物股份有限公司,000518,四环生物,9/8/1993,"1,029,556,222","1,029,554,722",,,,0,0,华东,江苏,无锡市,C 制造业,www.000518shsw.com
主板,中兵红箭股份有限公司,000519,中兵红箭,10/8/1993,"1,392,558,982","1,391,492,468",,,,0,0,华中,湖南,湘潭市,C 制造业,www.diamond-zn.com
主板,长航凤凰股份有限公司,000520,长航凤凰,10/25/1993,"1,012,083,455","1,012,069,105",,,,0,0,华中,湖北,武汉市,G 运输仓储,www.csc-hy.com.cn
主板,长虹美菱股份有限公司,000521,长虹美菱,10/18/1993,"881,733,881","872,528,625",200521,虹美菱B,8/28/1996,"162,864,000","161,596,580",华东,安徽,合肥市,C 制造业,www.meiling.com
主板,广州市浪奇实业股份有限公司,000523,广州浪奇,11/8/1993,"627,533,125","626,891,476",,,,0,0,华南,广东,广州市,C 制造业,www.lonkey.com.cn
主板,广州岭南集团控股股份有限公司,000524,岭南控股,11/18/1993,"670,208,597","670,139,867",,,,0,0,华南,广东,广州市,H 住宿餐饮,www.hoteldongfang.com
主板,南京红太阳股份有限公司,000525,红 太 阳,10/28/1993,"580,772,873","574,514,828",,,,0,0,华东,江苏,南京市,C 制造业,www.chinaredsun.com
主板,厦门紫光学大股份有限公司,000526,紫光学大,11/1/1993,"96,195,107","96,195,107",,,,0,0,华东,福建,厦门市,P 教育,
主板,广西柳工机械股份有限公司,000528,柳    工,11/18/1993,"1,475,921,376","1,462,662,579",,,,0,0,华南,广西,柳州市,C 制造业,www.liugong.com
主板,广东广弘控股股份有限公司,000529,广弘控股,11/18/1993,"583,790,330","569,884,377",,,,0,0,华南,广东,广州市,C 制造业,www.ghkg000529.com
主板,冰山冷热科技股份有限公司,000530,冰山冷热,12/8/1993,"601,712,507","598,653,628",200530,冰山B,3/20/1998,"241,500,000","241,500,000",东北,辽宁,大连市,C 制造业,www.daleng.cn
主板,广州恒运企业集团股份有限公司,000531,穗恒运Ａ,1/6/1994,"685,082,820","685,082,820",,,,0,0,华南,广东,广州市,D 水电煤气,www.hengyun.com.cn
主板,珠海华金资本股份有限公司,000532,华金资本,1/3/1994,"344,708,340","343,549,746",,,,0,0,华南,广东,珠海市,S 综合,www.huajinct.com
主板,广东顺钠电气股份有限公司,000533,顺钠股份,1/3/1994,"690,816,000","684,902,400",,,,0,0,华南,广东,佛山市,C 制造业,www.macro.com.cn
主板,万泽实业股份有限公司,000534,万泽股份,1/10/1994,"491,785,096","491,507,596",,,,0,0,华南,广东,汕头市,C 制造业,www.wedge.com.cn
主板,华映科技（集团）股份有限公司,000536,*ST华映,11/26/1993,"2,766,032,803","2,763,082,516",,,,0,0,华东,福建,福州市,C 制造业,www.cpttg.com
主板,天津广宇发展股份有限公司,000537,广宇发展,12/10/1993,"1,862,520,720","1,731,406,933",,,,0,0,华北,天津,天津市,K 房地产,www.gyfz000537.com
主板,云南白药集团股份有限公司,000538,云南白药,12/15/1993,"1,277,403,317","602,166,957",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnanbaiyao.com.cn
主板,广东电力发展股份有限公司,000539,粤电力Ａ,11/26/1993,"4,451,875,986","2,553,905,861",200539,粤电力Ｂ,6/28/1995,"798,408,000","798,408,000",华南,广东,广州市,D 水电煤气,www.ged.com.cn
主板,中天金融集团股份有限公司,000540,中天金融,2/2/1994,"7,005,254,679","6,970,674,147",,,,0,0,西南,贵州,贵阳市,K 房地产,www.ztfgroup.com
主板,佛山电器照明股份有限公司,000541,佛山照明,11/23/1993,"1,077,274,404","1,073,038,507",200541,粤照明Ｂ,8/8/1995,"322,071,750","313,138,451",华南,广东,佛山市,C 制造业,www.Chinafsl.Com
主板,安徽省皖能股份有限公司,000543,皖能电力,12/20/1993,"2,266,863,331","1,790,395,978",,,,0,0,华东,安徽,合肥市,D 水电煤气,www.wenergy.cn
主板,中原环保股份有限公司,000544,中原环保,12/8/1993,"974,684,488","974,684,488",,,,0,0,华中,河南,郑州市,D 水电煤气,www.cpepgc.com
主板,金浦钛业股份有限公司,000545,金浦钛业,12/15/1993,"986,833,096","959,403,096",,,,0,0,东北,吉林,吉林市,C 制造业,
主板,金圆环保股份有限公司,000546,金圆股份,12/15/1993,"714,644,396","688,483,928",,,,0,0,东北,吉林,长春市,N 公共环保,
主板,航天工业发展股份有限公司,000547,航天发展,11/30/1993,"1,605,421,646","1,205,405,063",,,,0,0,华东,福建,福州市,C 制造业,http://www.szxrjt.com
主板,湖南投资集团股份有限公司,000548,湖南投资,12/20/1993,"499,215,811","499,188,811",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.hntz.com.cn
主板,江铃汽车股份有限公司,000550,江铃汽车,12/1/1993,"519,214,000","518,463,160",200550,江  铃Ｂ,9/29/1995,"344,000,000","344,000,000",华东,江西,南昌市,C 制造业,www.jmc.com.cn
主板,创元科技股份有限公司,000551,创元科技,1/6/1994,"400,080,405","400,080,405",,,,0,0,华东,江苏,苏州市,S 综合,www.000551.cn
主板,甘肃靖远煤电股份有限公司,000552,靖远煤电,1/6/1994,"2,286,971,050","2,283,712,837",,,,0,0,西北,甘肃,白银市,B 采矿业,
主板,安道麦股份有限公司,000553,安道麦A,12/3/1993,"2,177,071,961","2,177,067,461",200553,安道麦B,5/15/1997,"167,049,341","167,049,341",华中,湖北,荆州市,C 制造业,www.adama.com
主板,中国石化山东泰山石油股份有限公司,000554,泰山石油,12/15/1993,"480,793,318","362,649,710",,,,0,0,华东,山东,泰安市,F 批发零售,
主板,神州数码信息服务股份有限公司,000555,神州信息,4/8/1994,"974,617,553","964,392,525",,,,0,0,华南,广东,深圳市,I 信息技术,www.dcits.com
主板,宁夏西部创业实业股份有限公司,000557,西部创业,6/17/1994,"1,458,374,735","1,457,916,198",,,,0,0,西北,宁夏,银川市,G 运输仓储,
主板,莱茵达体育发展股份有限公司,000558,莱茵体育,5/9/1994,"1,289,223,949","1,288,419,854",,,,0,0,华东,浙江,杭州市,K 房地产,www.lander.com.cn
主板,万向钱潮股份有限公司,000559,万向钱潮,1/10/1994,"3,303,791,344","2,753,147,124",,,,0,0,华东,浙江,杭州市,C 制造业,www.wxqc.com.cn
主板,我爱我家控股集团股份有限公司,000560,我爱我家,2/2/1994,"2,355,500,851","1,917,352,993",,,,0,0,西南,云南,昆明市,K 房地产,000560.5i5j.com
主板,陕西烽火电子股份有限公司,000561,烽火电子,5/9/1994,"604,692,321","599,176,586",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.fenghuo.cn
主板,陕西省国际信托股份有限公司,000563,陕国投Ａ,1/10/1994,"3,964,012,846","3,964,012,846",,,,0,0,西北,陕西,西安市,J 金融业,www.siti.com.cn
主板,供销大集集团股份有限公司,000564,供销大集,1/10/1994,"5,982,004,024","2,005,895,931",,,,0,0,西北,陕西,西安市,F 批发零售,www.gongxiaodaji.com
主板,重庆三峡油漆股份有限公司,000565,渝三峡Ａ,4/8/1994,"433,592,220","433,592,220",,,,0,0,西南,重庆,重庆市,C 制造业,www.sanxia.com
主板,海南海药股份有限公司,000566,海南海药,5/25/1994,"1,335,979,264","1,204,004,379",,,,0,0,华南,海南,海口市,C 制造业,www.haiyao.com.cn
主板,海南海德资本管理股份有限公司,000567,海德股份,5/25/1994,"641,138,926","217,869,011",,,,0,0,华南,海南,海口市,J 金融业,www.000567.com
主板,泸州老窖股份有限公司,000568,泸州老窖,5/9/1994,"1,464,752,476","1,464,306,555",,,,0,0,西南,四川,泸州市,C 制造业,www.lzlj.com.cn
主板,常柴股份有限公司,000570,苏常柴Ａ,7/1/1994,"411,374,326","411,374,326",200570,苏常柴Ｂ,9/13/1996,"150,000,000","150,000,000",华东,江苏,常州市,C 制造业,www.changchai.com.cn
主板,新大洲控股股份有限公司,000571,*ST大洲,5/25/1994,"814,064,000","806,535,195",,,,0,0,华南,海南,海口市,S 综合,www.sundiro.com
主板,海马汽车股份有限公司,000572,ST海马,8/8/1994,"1,644,636,426","1,642,155,224",,,,0,0,华南,海南,海口市,C 制造业,www.000572.com
主板,东莞宏远工业区股份有限公司,000573,粤宏远Ａ,8/15/1994,"638,280,604","632,503,003",,,,0,0,华南,广东,东莞市,K 房地产,www.winnerway.com.cn
主板,广东甘化科工股份有限公司,000576,甘化科工,9/7/1994,"442,861,324","427,984,418",,,,0,0,华南,广东,江门市,C 制造业,www.gdganhua.com
