"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020年12月9日","23.990","24.735","24.755","23.695","84.50K","-3.02%"
"2020年12月8日","24.736","24.655","25.015","24.550","58.83K","-0.23%"
"2020年12月7日","24.794","24.310","24.940","23.630","83.05K","2.22%"
"2020年12月6日","24.255","24.285","24.365","24.215","-","0.01%"
"2020年12月4日","24.253","24.195","24.585","24.065","68.53K","0.48%"
"2020年12月3日","24.137","24.220","24.420","23.850","73.44K","0.24%"
"2020年12月2日","24.080","24.130","24.455","23.680","76.79K","-0.04%"
"2020年12月1日","24.090","22.700","24.180","22.665","89.39K","6.63%"
"2020年11月30日","22.593","22.780","22.830","21.960","95.29K","-0.62%"
"2020年11月29日","22.735","22.780","22.785","22.727","-","0.42%"
"2020年11月27日","22.639","23.485","23.575","22.400","94.53K","-2.48%"
"2020年11月26日","23.215","23.395","23.505","23.190","-","-0.99%"
"2020年11月25日","23.446","23.390","23.640","23.210","31.88K","0.15%"
"2020年11月24日","23.410","23.735","23.765","23.050","44.02K","-0.94%"
"2020年11月23日","23.633","24.225","24.455","23.460","106.43K","-2.58%"
"2020年11月22日","24.260","24.207","24.262","24.148","-","-0.42%"
"2020年11月20日","24.363","24.115","24.600","23.955","76.35K","1.31%"
"2020年11月19日","24.048","24.380","24.425","23.670","94.81K","-1.64%"
"2020年11月18日","24.448","24.565","24.780","24.235","82.57K","-0.82%"
"2020年11月17日","24.651","24.880","24.900","24.435","57.85K","-0.61%"
"2020年11月16日","24.802","24.800","25.155","24.255","81.63K","0.11%"
"2020年11月15日","24.775","24.738","24.830","24.725","-","0.00%"
"2020年11月13日","24.775","24.365","24.900","24.215","60.87K","1.93%"
"2020年11月12日","24.306","24.360","24.475","24.090","62.74K","0.16%"
"2020年11月11日","24.267","24.305","24.510","23.810","76.99K","-0.80%"
"2020年11月10日","24.462","24.180","24.580","23.950","87.44K","3.21%"
"2020年11月9日","23.701","25.860","26.135","23.600","168.83K","-9.03%"
"2020年11月8日","26.055","25.710","26.130","25.710","-","1.53%"
"2020年11月6日","25.662","25.450","25.975","25.010","114.86K","1.87%"
"2020年11月5日","25.191","23.980","25.540","23.955","107.65K","5.43%"
"2020年11月4日","23.893","24.290","24.620","23.260","101.89K","-1.81%"
"2020年11月3日","24.334","24.170","24.485","23.975","60.02K","1.25%"
"2020年11月2日","24.033","23.635","24.260","23.460","74.90K","2.23%"
"2020年11月1日","23.508","23.695","23.715","23.462","-","-0.58%"
"2020年10月30日","23.646","23.350","23.910","23.230","80.57K","1.22%"
"2020年10月29日","23.360","23.440","23.650","22.625","102.57K","0.00%"
"2020年10月28日","23.359","24.495","24.675","23.060","131.77K","-4.93%"
"2020年10月27日","24.570","24.385","24.760","24.265","52.48K","0.61%"
"2020年10月26日","24.420","24.750","24.765","24.145","68.93K","-0.43%"
"2020年10月25日","24.525","24.672","24.740","24.247","-","-0.61%"
"2020年10月23日","24.675","24.835","24.980","24.500","52.73K","-0.14%"
"2020年10月22日","24.709","25.180","25.225","24.460","74.44K","-2.11%"
"2020年10月21日","25.241","24.795","25.425","24.775","77.69K","1.04%"
"2020年10月20日","24.980","24.485","25.060","24.405","57.37K","1.14%"
"2020年10月19日","24.698","24.290","25.120","24.215","63.70K","1.52%"
"2020年10月18日","24.328","24.315","24.365","24.262","-","-0.32%"
"2020年10月16日","24.405","24.430","24.660","24.185","50.59K","0.75%"
"2020年10月15日","24.224","24.370","24.440","23.650","72.42K","-0.70%"
"2020年10月14日","24.395","24.240","24.725","23.930","63.47K","1.10%"
"2020年10月13日","24.129","25.240","25.310","24.015","94.21K","-4.52%"
"2020年10月12日","25.271","25.280","25.710","24.905","70.14K","-0.32%"
"2020年10月11日","25.352","25.317","25.457","25.200","-","0.97%"
"2020年10月9日","25.108","23.970","25.330","23.965","74.75K","5.16%"
"2020年10月8日","23.876","23.925","24.355","23.775","46.73K","-0.08%"
"2020年10月7日","23.896","23.160","24.120","23.090","59.07K","-0.10%"
"2020年10月6日","23.921","24.520","24.650","22.965","72.23K","-2.60%"
"2020年10月5日","24.560","24.075","24.675","23.805","50.31K","2.21%"
"2020年10月4日","24.030","23.895","24.065","23.830","-","0.00%"
"2020年10月2日","24.029","23.900","24.355","23.580","66.34K","-0.93%"
"2020年10月1日","24.254","23.355","24.320","23.325","71.45K","3.23%"
"2020年9月30日","23.494","24.505","24.505","23.235","90.77K","-3.89%"
"2020年9月29日","24.445","23.805","24.545","23.510","79.19K","3.56%"
"2020年9月28日","23.604","22.995","23.860","22.610","78.58K","2.27%"
"2020年9月27日","23.080","23.038","23.188","22.995","-","-0.06%"
"2020年9月25日","23.093","23.240","23.415","22.520","92.92K","-0.44%"
"2020年9月24日","23.196","22.875","23.440","21.810","159.01K","0.39%"
"2020年9月23日","23.105","24.525","24.620","22.725","151.99K","-5.78%"
"2020年9月22日","24.523","24.785","25.300","23.910","109.44K","0.56%"
"2020年9月21日","24.387","27.005","27.130","23.780","176.40K","-9.29%"
"2020年9月20日","26.885","27.008","27.008","26.677","-","-0.90%"
"2020年9月18日","27.129","27.285","27.580","26.870","52.42K","0.11%"
"2020年9月17日","27.100","27.345","27.400","26.405","95.31K","-1.37%"
"2020年9月16日","27.476","27.350","27.705","27.055","63.70K","0.04%"
"2020年9月15日","27.464","27.380","27.865","27.195","60.45K","0.40%"
"2020年9月14日","27.355","26.910","27.545","26.850","53.42K","1.42%"
"2020年9月13日","26.973","26.927","26.995","26.850","-","0.43%"
"2020年9月11日","26.857","27.035","27.240","26.725","60.57K","-1.59%"
"2020年9月10日","27.291","27.185","27.755","26.865","86.96K","0.77%"
"2020年9月9日","27.083","26.905","27.325","26.565","60.07K","0.34%"
"2020年9月8日","26.991","27.040","27.385","25.985","139.90K","-0.27%"
"2020年9月7日","27.065","27.047","27.380","26.828","-","0.08%"
"2020年9月6日","27.043","27.075","27.192","27.010","-","1.24%"
"2020年9月4日","26.712","26.765","27.245","26.455","114.60K","-0.61%"
"2020年9月3日","26.875","27.635","27.890","26.630","125.57K","-1.90%"
"2020年9月2日","27.395","28.385","28.540","27.275","126.39K","-4.36%"
"2020年9月1日","28.645","28.430","29.235","27.835","115.76K","0.18%"
"2020年8月31日","28.594","27.830","28.650","27.790","91.97K","1.30%"
"2020年8月30日","28.227","27.812","28.462","27.812","-","1.57%"
"2020年8月28日","27.790","27.265","27.990","27.050","103.77K","2.18%"
"2020年8月27日","27.198","27.775","28.195","26.705","110.13K","-1.47%"
"2020年8月26日","27.604","26.760","27.795","26.310","63.98K","4.46%"
"2020年8月25日","26.426","26.810","27.015","26.290","36.05K","-0.68%"
"2020年8月24日","26.607","26.890","27.340","26.330","122.35K","-0.20%"
"2020年8月23日","26.660","26.780","26.900","26.540","-","-0.27%"
"2020年8月21日","26.732","27.375","27.635","26.095","160.04K","-1.53%"
"2020年8月20日","27.147","26.770","27.630","26.650","153.75K","-0.71%"
"2020年8月19日","27.340","27.855","28.130","26.530","212.26K","-2.62%"
"2020年8月18日","28.075","27.620","28.605","27.190","213.36K","1.47%"
"2020年8月17日","27.667","26.670","27.710","25.915","164.74K","5.49%"
"2020年8月16日","26.227","26.578","26.885","26.180","-","0.53%"
"2020年8月14日","26.089","27.620","27.885","25.780","223.22K","-5.88%"
"2020年8月13日","27.718","25.630","27.855","25.355","245.90K","6.69%"
"2020年8月12日","25.979","24.900","26.355","23.580","241.93K","-0.27%"
"2020年8月11日","26.049","29.235","29.440","24.480","355.28K","-10.98%"
"2020年8月10日","29.261","28.525","29.530","27.960","242.86K","3.58%"
"2020年8月9日","28.250","28.355","28.565","27.962","-","2.58%"
"2020年8月7日","27.540","29.025","29.915","27.430","283.92K","-3.03%"
"2020年8月6日","28.400","27.105","29.200","26.935","236.12K","5.62%"
"2020年8月5日","26.890","26.290","27.250","25.640","212.52K","3.31%"
"2020年8月4日","26.028","24.490","26.260","24.240","157.04K","6.60%"
"2020年8月3日","24.417","24.680","25.275","24.160","78.82K","-1.35%"
"2020年8月2日","24.750","24.545","25.267","24.315","-","2.21%"
"2020年7月31日","24.216","23.625","24.670","23.410","139.82K","3.66%"
"2020年7月30日","23.362","24.450","24.580","23.000","154.86K","-3.94%"
"2020年7月29日","24.321","24.580","25.120","23.435","138.90K","0.09%"
"2020年7月28日","24.300","24.700","26.275","22.460","253.67K","-0.82%"
"2020年7月27日","24.501","22.970","24.820","22.940","188.89K","4.82%"
"2020年7月26日","23.375","22.970","23.440","22.965","-","2.30%"
"2020年7月24日","22.850","22.835","23.185","22.580","111.99K","-0.60%"
"2020年7月23日","22.988","23.405","23.670","22.475","182.28K","-0.67%"
"2020年7月22日","23.144","21.700","23.420","21.680","202.39K","7.36%"
"2020年7月21日","21.557","20.340","21.725","20.315","142.78K","6.76%"
"2020年7月20日","20.192","19.765","20.340","19.655","80.32K","2.36%"
"2020年7月19日","19.727","19.755","19.760","19.710","-","-0.19%"
"2020年7月17日","19.764","19.535","19.790","19.355","56.42K","0.98%"
"2020年7月16日","19.573","19.820","19.870","19.475","54.37K","-0.95%"
"2020年7月15日","19.761","19.645","19.845","19.525","58.39K","1.18%"
"2020年7月14日","19.530","19.455","19.685","19.240","73.78K","-1.30%"
"2020年7月13日","19.788","19.080","19.810","19.080","85.99K","3.23%"
"2020年7月12日","19.168","19.075","19.203","19.058","-","0.60%"
"2020年7月10日","19.053","19.025","19.195","18.910","62.08K","0.48%"
"2020年7月9日","18.962","19.150","19.445","18.830","102.76K","-1.04%"
"2020年7月8日","19.161","18.625","19.215","18.585","84.23K","2.47%"
"2020年7月7日","18.699","18.585","18.720","18.235","71.67K","0.63%"
"2020年7月6日","18.582","18.270","18.780","18.245","63.13K","1.36%"
"2020年7月5日","18.332","18.335","18.363","18.300","-","0.09%"
"2020年7月3日","18.315","18.250","18.345","18.223","-","-0.04%"
"2020年7月2日","18.322","18.285","18.400","17.995","49.86K","0.57%"
"2020年7月1日","18.218","18.580","18.850","18.095","86.82K","-2.25%"
"2020年6月30日","18.637","18.095","18.655","18.020","75.09K","3.17%"
"2020年6月29日","18.064","18.110","18.285","17.935","50.25K","0.33%"
"2020年6月28日","18.005","17.878","18.098","17.878","-","-0.17%"
"2020年6月26日","18.035","17.925","18.125","17.560","41.65K","0.78%"
"2020年6月25日","17.895","17.575","17.940","17.500","46.32K","1.27%"
"2020年6月24日","17.670","18.100","18.255","17.425","71.47K","-2.18%"
"2020年6月23日","18.063","17.805","18.140","17.730","75.91K","0.90%"
"2020年6月22日","17.902","17.920","18.190","17.785","75.21K","-0.38%"
"2020年6月21日","17.970","17.837","17.983","17.837","-","0.69%"
"2020年6月19日","17.847","17.490","18.030","17.470","64.57K","1.94%"
"2020年6月18日","17.508","17.705","17.920","17.400","47.76K","-1.50%"
"2020年6月17日","17.775","17.630","17.815","17.515","43.10K","0.70%"
"2020年6月16日","17.652","17.520","17.790","17.465","65.04K","1.45%"
"2020年6月15日","17.399","17.560","17.630","17.015","75.74K","-1.06%"
"2020年6月14日","17.585","17.562","17.617","17.510","-","0.59%"
"2020年6月12日","17.482","17.755","17.870","17.470","60.63K","-2.28%"
"2020年6月11日","17.889","18.335","18.390","17.600","90.45K","0.52%"
"2020年6月10日","17.796","17.740","18.405","17.685","88.22K","0.01%"
"2020年6月9日","17.794","17.945","17.990","17.685","54.90K","-0.55%"
"2020年6月8日","17.893","17.545","17.980","17.495","61.18K","1.77%"
"2020年6月7日","17.582","17.575","17.595","17.512","-","0.59%"
"2020年6月5日","17.479","18.020","18.050","17.375","87.12K","-3.22%"
"2020年6月4日","18.061","17.965","18.130","17.785","56.56K","0.57%"
"2020年6月3日","17.958","18.395","18.405","17.675","72.24K","-1.65%"
"2020年6月2日","18.260","18.850","18.900","18.115","78.44K","-3.01%"
"2020年6月1日","18.827","18.635","18.950","18.455","62.65K","0.77%"
"2020年5月31日","18.683","18.470","18.755","18.470","-","0.99%"
"2020年5月29日","18.499","17.920","18.550","17.810","64.04K","2.96%"
"2020年5月28日","17.967","17.800","18.110","17.685","61.04K","1.18%"
"2020年5月27日","17.757","17.560","17.860","17.225","65.07K","0.92%"
"2020年5月26日","17.595","17.630","18.040","17.370","77.62K","-0.27%"
"2020年5月25日","17.642","17.637","17.685","17.370","-","-0.02%"
"2020年5月24日","17.645","17.675","17.703","17.617","-","-0.27%"
"2020年5月22日","17.693","17.435","17.770","17.190","51.24K","1.89%"
"2020年5月21日","17.364","18.055","18.060","17.260","74.68K","-3.70%"
"2020年5月20日","18.031","17.875","18.165","17.755","62.49K","0.73%"
"2020年5月19日","17.901","17.370","18.010","17.340","66.69K","2.48%"
"2020年5月18日","17.468","17.225","17.985","17.125","91.02K","0.74%"
"2020年5月17日","17.340","17.110","17.400","17.110","-","1.58%"
"2020年5月15日","17.070","16.185","17.150","16.155","80.68K","5.66%"
"2020年5月14日","16.156","15.755","16.225","15.660","52.22K","3.09%"
"2020年5月13日","15.671","15.625","15.910","15.545","42.56K","-0.24%"
"2020年5月12日","15.709","15.700","15.880","15.525","35.61K","0.18%"
"2020年5月11日","15.680","15.755","15.920","15.510","37.38K","-1.10%"
"2020年5月10日","15.855","15.790","15.870","15.750","-","0.49%"
"2020年5月8日","15.778","15.625","15.980","15.505","58.81K","1.21%"
"2020年5月7日","15.590","14.920","15.695","14.920","49.27K","3.83%"
"2020年5月6日","15.015","15.115","15.390","14.840","38.73K","-0.63%"
"2020年5月5日","15.110","14.845","15.200","14.760","32.04K","2.12%"
"2020年5月4日","14.796","15.075","15.225","14.760","37.06K","-1.16%"
"2020年5月3日","14.970","15.010","15.120","14.805","-","0.21%"
"2020年5月1日","14.938","15.075","15.150","14.820","32.19K","-0.23%"
"2020年4月30日","14.973","15.530","15.940","14.850","66.67K","-2.23%"
"2020年4月29日","15.315","15.330","15.605","15.235","42.10K","-0.08%"
"2020年4月28日","15.328","15.435","15.505","15.085","31.34K","-0.08%"
"2020年4月27日","15.341","15.490","15.635","15.300","19.48K","-0.16%"
"2020年4月26日","15.365","15.350","15.390","15.290","-","-0.52%"
"2020年4月24日","15.445","15.535","15.730","15.275","18.75K","-0.52%"
"2020年4月23日","15.526","15.450","15.885","15.355","17.54K","0.15%"
"2020年4月22日","15.503","15.075","15.535","14.895","15.04K","3.42%"
"2020年4月21日","14.991","15.675","15.710","14.715","18.39K","-4.82%"
"2020年4月20日","15.750","15.425","15.805","15.325","10.76K","3.31%"
"2020年4月19日","15.245","15.290","15.355","15.235","-","-1.29%"
"2020年4月17日","15.445","15.890","15.945","15.335","9.21K","-2.04%"
"2020年4月16日","15.766","15.790","16.045","15.585","9.44K","0.72%"
"2020年4月15日","15.654","16.250","16.255","15.625","10.53K","-4.20%"
"2020年4月14日","16.341","15.835","16.505","15.835","19.45K","3.84%"
"2020年4月13日","15.737","16.025","16.100","15.540","13.58K","-0.18%"
"2020年4月12日","15.765","15.865","15.973","15.732","-","-0.94%"
"2020年4月10日","15.915","15.915","15.915","15.915","-","-2.01%"
"2020年4月9日","16.242","15.255","16.300","15.245","20.02K","6.38%"
"2020年4月8日","15.268","15.340","15.480","15.180","12.74K","-1.70%"
"2020年4月7日","15.532","15.325","15.950","15.275","18.28K","2.13%"
"2020年4月6日","15.208","14.590","15.430","14.400","8.27K","4.67%"
"2020年4月5日","14.530","14.500","14.570","14.357","-","0.05%"
"2020年4月3日","14.523","14.655","14.765","14.465","4.38K","-1.11%"
"2020年4月2日","14.686","14.140","14.745","14.030","5.22K","4.72%"
"2020年4月1日","14.024","14.165","14.290","13.935","5.53K","-1.18%"
"2020年3月31日","14.191","14.255","14.500","14.090","7.65K","0.08%"
"2020年3月30日","14.179","14.730","14.745","13.995","6.31K","-2.57%"
"2020年3月29日","14.553","14.565","14.710","14.473","-","-0.21%"
"2020年3月27日","14.583","14.630","14.800","14.365","6.94K","-0.69%"
"2020年3月26日","14.685","14.765","14.975","14.395","4.26K","-1.14%"
"2020年3月25日","14.855","14.450","14.905","14.235","7.29K","4.15%"
"2020年3月24日","14.263","13.350","14.415","13.315","10.46K","7.14%"
"2020年3月23日","13.312","12.665","13.365","12.345","6.22K","7.05%"
"2020年3月22日","12.435","12.643","12.662","12.290","-","0.08%"
"2020年3月20日","12.425","12.110","13.140","12.090","7.17K","2.06%"
"2020年3月19日","12.174","12.025","12.355","11.830","4.23K","3.13%"
"2020年3月18日","11.805","12.735","12.895","11.680","8.80K","-5.76%"
"2020年3月17日","12.527","12.910","13.250","12.150","12.41K","-2.48%"
"2020年3月16日","12.845","15.110","15.150","11.800","12.13K","-13.09%"
"2020年3月15日","14.780","14.655","15.245","14.655","-","1.69%"
"2020年3月13日","14.534","15.830","15.890","14.460","7.26K","-9.39%"
"2020年3月12日","16.041","16.780","16.925","15.535","6.01K","-4.62%"
"2020年3月11日","16.818","16.945","17.145","16.710","3.50K","-1.06%"
"2020年3月10日","16.998","17.015","17.245","16.840","4.98K","-0.56%"
"2020年3月9日","17.094","17.505","17.625","16.595","10.09K","-2.28%"
"2020年3月8日","17.492","17.343","17.600","17.343","-","1.02%"
"2020年3月6日","17.315","17.545","17.610","17.070","5.58K","-0.76%"
"2020年3月5日","17.447","17.265","17.515","17.200","3.00K","0.82%"
"2020年3月4日","17.305","17.295","17.385","17.140","4.81K","0.32%"
"2020年3月3日","17.250","16.870","17.535","16.815","5.60K","2.65%"
"2020年3月2日","16.804","16.555","17.105","16.545","3.50K","1.44%"
"2020年3月1日","16.565","16.625","16.710","16.445","-","0.24%"
"2020年2月28日","16.525","17.840","17.960","16.470","11.37K","-7.22%"
"2020年2月27日","17.811","18.015","18.230","17.725","4.56K","-0.99%"
"2020年2月26日","17.990","18.115","18.315","17.910","3.71K","-1.94%"
"2020年2月25日","18.345","18.710","18.760","17.980","14.01K","-3.61%"
"2020年2月24日","19.033","18.800","19.075","18.690","5.31K","2.06%"
"2020年2月23日","18.648","18.457","18.793","18.457","-","-0.20%"
"2020年2月21日","18.686","18.550","18.765","18.505","1.87K","1.13%"
"2020年2月20日","18.477","18.560","18.565","18.380","4.22K","0.05%"
"2020年2月19日","18.468","18.305","18.555","18.295","1.98K","0.88%"
"2020年2月18日","18.306","17.865","18.355","17.865","3.16K","2.91%"
"2020年2月17日","17.788","17.712","17.863","17.703","-","0.40%"
"2020年2月16日","17.718","17.773","17.785","17.670","-","-0.94%"
"2020年2月14日","17.887","17.775","17.930","17.775","1.38K","0.63%"
"2020年2月13日","17.775","17.680","17.860","17.680","2.00K","0.70%"
"2020年2月12日","17.652","17.765","17.790","17.600","1.84K","-0.56%"
"2020年2月11日","17.751","17.920","17.945","17.705","2.71K","-1.07%"
"2020年2月10日","17.943","17.855","17.975","17.825","2.27K","1.22%"
"2020年2月9日","17.727","17.683","17.762","17.670","-","-0.68%"
"2020年2月7日","17.848","17.975","18.005","17.795","2.85K","-0.70%"
"2020年2月6日","17.974","17.805","18.025","17.795","1.01K","1.22%"
"2020年2月5日","17.758","17.695","17.855","17.625","0.82K","0.24%"
"2020年2月4日","17.716","17.825","17.890","17.670","0.81K","-0.62%"
"2020年2月3日","17.826","18.225","18.225","17.765","0.90K","-1.33%"
"2020年2月2日","18.067","18.115","18.117","18.020","-","-0.54%"
"2020年1月31日","18.165","17.970","18.230","17.920","1.05K","0.10%"
"2020年1月30日","18.147","17.750","18.170","17.725","1.01K","2.85%"
"2020年1月29日","17.644","17.605","17.715","17.545","0.69K","0.16%"
"2020年1月28日","17.615","18.260","18.260","17.600","0.79K","-3.29%"
"2020年1月27日","18.215","18.440","18.480","18.210","0.65K","-0.02%"
